num_beds,equipment_hours,outdoor_temp,humidity,day_of_week,is_weekend,building_area,occupancy_rate,hvac_efficiency,daily_energy_kwh
277,22.063021173532526,13.947574923324531,58.69559305171341,5,0,30783,0.9725224119399487,0.6879688551378391,57349.06568912145
363,16.34527424194584,15.572117564217827,38.71179077307961,2,1,45157,0.6762781005482423,0.5328882909617676,42930.03234490009
433,23.60925450184756,30.61853236549721,72.6066033853024,3,0,9922,0.3099376441302066,0.623149873214656,42302.983217668465
313,16.161756990837702,34.79109912984698,70.01126526085608,3,0,27706,0.4803423991344704,0.9410024584385676,50378.03597747662
405,16.732886432445653,28.499863433571505,42.66674826996817,5,1,47771,0.6149605719882016,0.7683163588547159,61287.71418714062
211,15.096312170844513,33.33354915189546,81.80404601142011,6,0,37479,0.7850362377173373,0.8193816881604591,63962.69670011562
463,5.820041821026606,31.832964732014208,54.07836145318273,0,1,10178,0.8132122646957596,0.5033110233314365,24862.741959428273
296,18.527940653004563,10.23963887849352,47.55090546424451,0,0,35022,0.9967950590478192,0.7331925794821343,57162.928852755605
180,14.94892613798223,19.83806845196557,39.139775367872126,6,1,20240,0.5012578395686313,0.5168878958893114,19487.756603627375
479,13.018208948322089,10.354433028999694,45.97008075093225,6,0,31220,0.6767540713079326,0.7561535954411516,56654.486075909444
333,22.20942556806546,13.233245468069468,31.32161527342902,6,0,41736,0.6733264835017234,0.9143468823362338,57735.92730418166
41,9.95918903083901,35.42408686278684,64.99544954736693,1,1,7716,0.5839516816130662,0.9357886087251834,9264.017532522763
272,14.472045520300224,21.551218797161376,80.53384478063688,0,1,21574,0.41841332568969414,0.7432487039250159,30563.556546227708
255,17.952837429869266,23.73753356449313,62.93882696649851,6,1,22719,0.9842195942286898,0.7061921623634971,30325.13305720478
364,19.929435513477546,11.245608782972024,43.156437715432546,1,1,13181,0.8973220306666101,0.9252576924118223,30490.246810241584
68,13.186936158923448,15.92951251170786,32.02015069283236,4,0,49066,0.648833119805966,0.8031244243985127,30692.76591535666
494,20.841828300374193,13.058615894975448,42.87768439552817,1,0,25213,0.7222717958788208,0.5292046757922843,61057.232231900416
78,19.378354826307948,12.216515758144926,54.96728568426554,0,0,11380,0.4590827374917636,0.7095765099503739,18137.36157406742
189,5.324719557037318,27.328627766058954,75.57668572198779,5,1,5615,0.6806509492742228,0.6081102583089367,12197.866172411994
495,4.917225328092659,13.990934667600019,41.27057115226645,4,0,5463,0.786479093185033,0.7114119446519067,22032.61128140691
207,16.416113688441826,27.120542010714647,73.18748720128116,0,0,36973,0.6606169198706121,0.7049595074028627,62280.071996266546
483,10.948268164508285,7.0459114937993865,82.01600810111302,1,1,14158,0.9931996194094588,0.7619651612666338,36502.856738566596
290,8.182615821570284,9.962103773448565,57.236810886501424,2,1,25651,0.7279391593734084,0.660546720657163,36485.960546802286
209,15.592998689434769,14.608908890004388,79.2859194985556,3,0,8158,0.5596815988145183,0.5739217022551676,23141.93484332986
465,10.8312642091309,25.896642091349207,63.27944088210573,0,1,25008,0.8405064193310867,0.7266737455654804,44756.83313164222
194,14.745268334281402,28.65444357805816,68.2254502248543,6,0,9938,0.4193237581071494,0.8735912979555929,21830.829810828116
465,13.20238317967144,20.49509383728345,61.57670762029216,1,0,43185,0.5691610695943865,0.798805502630421,58803.942373333084
70,15.695322118983073,20.60268201020301,57.79036300508051,6,1,27388,0.5428712652643101,0.6522655396663471,22798.468522759547
383,12.006009778205627,30.358089798951635,44.07920650655096,6,0,13881,0.602264966575444,0.9209853602414857,30857.50002725282
74,17.953351473938636,5.553738211795386,48.191643567662766,6,1,10603,0.8472458781501084,0.910493407062132,13001.291246278595
263,7.60134544698597,16.93815085659772,47.39820713661654,6,1,39980,0.6389211225143852,0.5942067797228444,33786.32554153283
339,17.93002932454158,33.65474699917314,63.79733585722888,6,0,27504,0.8558101151861739,0.5177379133041633,58133.489190371765
150,12.233224287150563,26.11267935746803,37.197221581433396,4,0,21766,0.7035422321979061,0.8335889187578429,27735.834941778616
326,21.486352097088343,16.802949646439714,85.00750144214011,0,0,33386,0.5394486042602887,0.8724246176071189,56483.63131895412
154,14.304721097284217,36.693367731538586,73.2393087169868,0,1,16695,0.8669851205784307,0.9355390546781098,24783.86511677711
40,23.462206985402087,32.04179546072839,54.08673785479162,3,0,22796,0.4668027693871641,0.9004263773397398,27527.9693444983
348,16.038707910819205,14.27134065328567,39.51744867158268,1,1,47543,0.4570680858598568,0.7702406456928866,56103.39081558847
186,8.476981318126413,27.58514431340009,82.91953018329815,2,1,19559,0.653152046838385,0.7385235526455713,30424.275350663145
293,20.435812736888984,25.851275486613485,79.42668540606991,4,0,43914,0.4825944721734622,0.5125284730681638,85312.41257151226
407,10.901652556447734,19.041576991364394,73.30329316303076,1,1,38139,0.3063609244658514,0.61099540108015,46555.341461003125
108,10.95238428965367,17.843462772168024,46.292822844674546,4,0,43333,0.753808269109161,0.7068266382798168,36012.153898108394
335,4.636093629703303,17.02461661714964,54.14679824602014,0,0,13802,0.6577656750306786,0.7828267550376056,21208.95153770828
33,14.974306184148173,26.600452418847638,36.1648951471454,6,0,13307,0.6118624701452128,0.7507633249932848,14818.693090893423
261,14.68847007465046,20.484347776823434,41.3423714836519,3,0,45205,0.9768779602328206,0.8341861953567606,43339.973105774865
284,11.119829685439722,34.11520896379977,76.98099823900398,3,0,38214,0.6998394287740395,0.6258951188991684,68140.91413462133
365,21.884345257918515,28.436091564688667,72.90232313104103,5,0,39159,0.9044021044525692,0.754228673443613,77763.26073248028
72,6.574967965992878,7.447606199830195,65.60914577855608,2,0,16516,0.3976151653436121,0.5396640095258565,25147.15543404937
405,10.601990266203108,27.405887833985812,83.74360355557037,3,1,34086,0.6984445241905993,0.6861494856124432,58134.330843298514
359,10.43165529360058,14.490160277506469,64.99599106878273,6,0,35480,0.907585738711632,0.8375723748295705,59833.122230061315
111,5.845811724574922,25.748419707869793,58.01807999781664,0,1,49659,0.7081740300959285,0.8120303840430698,52688.39541008258
386,13.622907881125863,28.804617588620797,50.42224477834576,2,1,43737,0.8026099246889011,0.9457892317274805,54760.647402558185
463,17.75569434192166,13.079021620390423,86.42691034417035,1,1,14265,0.5604304974685451,0.6250510066944902,40793.41294722429
474,14.233140270945224,20.990052570812903,34.96292769146121,6,0,10454,0.3647146619259466,0.7241851846282906,28690.312398874867
447,7.1395536543238745,11.661370198667374,85.8532423236485,6,1,40918,0.62053020658895,0.6482886861982985,66821.5197732197
283,11.545719304841452,6.831860652527791,79.6028795958611,3,1,31181,0.5761355735872002,0.6982714013266286,49043.390748189144
450,4.051900487672931,18.246674822005417,37.795795472142075,2,0,20386,0.9069421276652632,0.8856275584412245,26676.8024437921
54,21.366022140711735,17.70304951460972,63.89906146051521,0,0,44182,0.47079671164673054,0.807894083834819,42091.49611640149
225,5.690340153613638,39.841817174648995,81.99287890494521,5,1,42425,0.9767139592745755,0.8970985361064117,56338.660658881454
100,15.945561645108612,20.622332291917473,64.30854981642922,4,0,48254,0.9706966838631472,0.5915799987493489,50295.79312213134
439,23.725139917336303,16.674934231527015,84.43198929363734,4,0,29327,0.4733421501500071,0.8930125030286471,60724.428684521336
69,14.73181291974665,25.316625235083613,86.57902900896255,0,0,26181,0.5436363688341244,0.526893023380273,45424.67835039773
379,22.480835182148663,8.106858793771895,55.343071331058354,0,0,26452,0.9268890186117194,0.8998696761967185,55379.12592022143
407,8.722330662348087,38.65830075841846,52.63881968437941,4,1,43248,0.9766355546272751,0.6480832007573275,58733.04446392388
21,19.199108178751715,27.22360159568616,86.1792692381494,5,0,45801,0.6104073719852308,0.6415644350363299,71739.45811386935
409,14.625315079470681,31.41932369792967,70.5084036689801,2,0,38751,0.5246979319486285,0.7304398595143987,72054.4175760253
73,18.410321227829296,10.966727836087113,36.961360880890155,4,0,26991,0.6682658092760794,0.9233105844754543,28751.540411633432
125,5.246827250224829,19.331724855182138,32.53750495336087,0,1,46311,0.7814384444560143,0.5215016141066324,27972.13304074426
279,6.954781838124534,19.794118968866634,63.87774305983579,3,1,14916,0.49143216076248586,0.6585039387818353,19490.224467633005
329,6.662338571749565,33.76322553653804,85.81025792630547,1,0,15143,0.8155312222333508,0.8854573949075011,33497.09348345659
496,17.743310108066623,5.043283791579331,80.6549221443491,5,0,30855,0.3361601499802487,0.67822451484596,72047.8870064374
210,20.888813452672576,15.529858792363928,70.55086478786018,6,1,20581,0.3345061449350915,0.5896206039186801,27991.815301259536
421,18.99232464017175,39.34327310205064,38.34695093346525,5,0,6907,0.5704013936018817,0.6911573815991353,31786.943042050767
237,4.609443054671884,21.62102902271765,45.253883024921734,3,0,34424,0.5474312344425044,0.6734986256712512,31719.846132618084
63,21.344299621494464,18.38841980854029,82.53067359315696,3,1,28308,0.5209432507570065,0.9119372906600165,28432.713609104183
181,11.08293341586251,9.194015070617622,40.96843419941403,6,0,46984,0.643713833868237,0.8428704690843937,54291.18325225195
221,11.94327665008165,39.095762001980546,46.70636449502607,0,0,46505,0.5245135076180998,0.7273020000848028,61032.42223741717
465,6.097383330649619,5.700922457403856,37.776039071726515,4,1,41942,0.43458054292766435,0.944766755024707,44711.06225867823
289,18.74810412187638,30.80130787525351,70.56649388486467,2,1,31957,0.5166286843620206,0.7093748890741655,50842.67445527574
370,7.645677569519162,31.900993167597793,86.63893832179258,5,0,30464,0.9824329909671645,0.5262070238691239,63653.5271958583
323,15.279301840376728,13.527985062235333,46.13808189572316,6,1,28649,0.587779391896394,0.6180234448167432,42194.36799640774
290,20.814199717558623,28.504545526456305,58.52439647100442,5,0,47065,0.6112989438008349,0.6962317160986906,76438.45554898745
475,5.784086574241124,8.252520053278648,68.06038438267225,3,0,32125,0.703581492965798,0.5706061808657541,60740.398785534766
481,14.70671128031047,13.996654325122796,89.96797489293783,4,0,39758,0.9883385378899585,0.9264043068458193,83291.7941273559
234,8.664328230996023,32.576569590229276,36.28848389985433,5,1,10596,0.46912089350503405,0.8450820040179978,15783.548914609728
271,10.858537285565205,35.26401672117391,59.91424797034255,2,1,21374,0.7768974773727036,0.6207292401924976,33580.85871145437
209,13.479398828611123,26.297024443092695,53.10720719415001,3,0,8775,0.8011892854792069,0.765862040083062,20537.85095100147
315,11.102086065586095,22.73934511371689,81.9492099133413,2,0,32388,0.7251270917551461,0.8246521206993074,48117.73768331838
232,16.976456805831518,10.57564072166431,58.558063860699356,4,1,26029,0.36200483774565084,0.923575518008059,35246.97681149997
227,13.591642035085004,7.208816157770256,36.65865147510888,5,1,23445,0.7738105930793036,0.8967359071289347,27810.63781259808
256,15.683989694283385,9.117715996574553,68.06544871719501,1,1,19645,0.34486629772532285,0.7318365017621962,32863.518533520306
357,18.736449507898257,12.957505503363457,76.24683709583279,5,0,36105,0.7172998546849279,0.8485936789068579,69641.88324525095
386,15.154845319008748,16.95860756639223,30.172875099936874,4,1,18668,0.8177068240552199,0.7529651392224133,26219.293188477674
72,15.730708693215181,18.331833392884555,81.53740112523778,5,1,20960,0.44767892343396526,0.748716750520493,22028.755248016554
299,15.289170850452825,17.121261900615124,41.16138000033994,6,0,16357,0.8891354052799418,0.5516338812521864,27841.004173089892
429,11.575452519025788,13.366936626904296,63.124161879202674,5,0,42203,0.321247663873103,0.5567619461072684,74802.79957626222
236,10.748936677438362,22.840348636309436,54.94785004124701,0,0,20804,0.8906690045608143,0.7382901267601059,27354.840883235378
271,21.992947942900244,33.88501378815139,73.17922899663182,5,1,19626,0.6222303354499354,0.620987695240553,38617.6488353565
207,16.151104445871457,14.789623846501772,52.269696887144505,5,0,33132,0.4523115579521511,0.5094666061072108,52720.47543114832
399,8.887063109293091,37.98354566857816,82.18579060090265,2,0,12951,0.39364470149577757,0.8252776417550955,32886.92911098003
60,13.964953956978803,35.56678316033467,73.8297816575274,1,0,11449,0.9673150173076608,0.5146189685105742,20147.793556792058
176,10.60696962561828,10.661747397323836,68.86279026377528,2,0,24065,0.35086591130680966,0.7678745784968245,38318.60300192288
34,22.67383647519749,32.51965848649831,77.77443573377126,2,1,40967,0.43936539395514795,0.7426372073572914,50769.497280135765
320,4.150687262681495,25.11055838112183,75.24138209570293,3,0,44536,0.5434756432031321,0.935966610760012,66421.5074798433
84,8.506655954250565,24.83013767599965,32.1563204952932,0,1,14130,0.7341643942727842,0.7178959127064387,9802.157452514155
364,11.307136393481153,18.686496707036106,53.68406123068969,2,1,28824,0.6813607596932688,0.5286206463700088,34030.11485412036
346,13.756196016174759,22.54035497137034,85.84843783898938,6,1,46401,0.3879504446886198,0.7482595855129077,57431.22723962189
28,21.016350356722924,18.901257210022386,37.543456139533575,4,0,41993,0.5028095886167502,0.8784932767772455,26924.289299196473
363,5.757752490802877,23.890641656598,74.22579302592308,6,1,36875,0.46712623976021683,0.9485821779266479,39533.48981549342
148,20.11729773482287,26.978251847042255,88.47550868011979,4,0,11054,0.4494799981432389,0.6936544281600826,25836.694213743347
155,5.113069787139507,28.600633224316695,33.1319177426983,5,0,39273,0.5878010355359908,0.6441344341235341,44331.38158264276
491,20.846280705963633,23.636841739579914,70.93163283759662,3,0,46821,0.7928220168141598,0.9079939836283994,75157.86793609607
82,5.032709557490257,30.24977235650561,58.08924847806182,0,1,15832,0.4522170525520651,0.5860589580842546,19446.292229700517
158,4.364849628567221,9.944731724642704,64.75051532248332,6,0,34670,0.5566752157920869,0.776943011764817,48234.84857598641
100,17.93922924732843,12.419387181578347,35.12048018905949,0,0,27852,0.5736421987888136,0.6825714908814264,33770.35536005123
411,23.945110695367887,33.65572514259945,32.58041711201637,6,0,28620,0.983519570604787,0.5184870642299999,60406.305239928326
182,21.932205259480416,16.28847922462453,70.0119996330553,5,1,33307,0.9682664498153482,0.656279813437564,37888.718024420596
438,15.5199683561132,5.801283874164208,79.39856578924307,4,1,6551,0.8600963079264532,0.6193528351262035,28691.527729531765
308,22.347912261710633,10.382690238381088,76.92092009597803,1,1,32812,0.46916124457342956,0.808741019274569,54877.18628325274
398,4.106000127952108,12.826505207370893,62.62834367197424,3,0,18799,0.34762611986416875,0.926955723961363,32506.796830052514
280,23.50134325890285,38.50630107631055,35.99200926817069,6,1,31312,0.5218328964044373,0.620621234320387,43929.83274077309
250,13.81497558517569,25.056450012579727,71.28266663016083,6,0,44620,0.4867561846036816,0.8651596726182568,69061.87276117947
60,18.457921932435514,37.64557591666892,44.513333013248754,5,0,6449,0.6541480601024756,0.5249119176222843,11154.828641726508
47,20.417229463067052,25.130717267381872,84.66412216604301,3,1,29426,0.8444095370474551,0.742154454517916,39463.136214942526
154,18.369145416731072,21.777405404824812,80.29592157274229,4,0,40427,0.9008260572152005,0.5317475286694525,53642.93390774715
220,14.700734640898212,15.980469191793361,72.56297802524345,4,1,45277,0.8914048597873558,0.9203148460087877,46246.516806917665
347,13.53238968252824,26.222983055168147,86.93075734986783,6,0,36551,0.5517728928561474,0.8448580762508255,69302.31565911593
287,20.771651174052494,9.871930861613544,31.885309290676375,1,1,29277,0.781064040422478,0.7960774600420666,38646.31864231934
437,8.101551202989182,36.43915695524471,74.17202550364573,1,0,40489,0.518983938266954,0.8707533717310989,68741.30809622227
52,23.359881330084686,34.02663417994493,49.81456676018432,0,0,14637,0.3426338802646279,0.7913839080065734,19586.826465106315
67,18.219049576734967,16.113600675685795,84.36395314118192,3,0,48258,0.7910956859220596,0.9360249787284309,54965.86955215965
426,7.990138546766396,38.3479134660453,46.00051179971865,3,0,40693,0.30687928679885146,0.8212810765391472,57238.90283485634
81,18.72494367396976,33.88202685954489,73.49138995890102,4,0,14824,0.586427811220942,0.916096374312011,23655.804164070163
235,14.596800463622333,28.32074100422639,82.65882117904688,0,1,31950,0.530565488511453,0.7327093514047871,49456.1497500736
312,18.144601912888888,9.261666889384617,32.499409102960946,5,0,28488,0.7853642769631967,0.5526789858418382,48283.603870518455
118,19.355590028856774,21.73819080668253,53.85885477552217,3,1,44008,0.8363718309322652,0.7376799746403577,35850.47640618894
191,5.745803591793509,22.71376441963628,75.73854192131631,0,1,5215,0.5128662451798986,0.557092772628392,9778.393185616358
379,14.12207912718694,13.139297542788304,57.295133370455225,0,1,45067,0.8681389101113974,0.7666220656293823,62358.35610000857
233,22.640286845138682,7.798788802575568,46.03515778761572,6,0,16523,0.5057417323534537,0.7171218772374484,33448.8023668206
494,10.412843843190286,32.185327066509245,43.1883209293914,4,0,15364,0.6124284519905928,0.7801589290247517,36681.22391019395
54,15.877661951157975,9.271226824353825,37.89109601498267,0,0,8153,0.8089129689098937,0.5045211414746742,12107.3779119304
468,11.384609630197922,25.800176269662114,81.42777359137693,1,1,28834,0.7850441604573519,0.5876782212449139,55416.92518501321
246,13.085359444381993,37.77572108592812,64.52132419509336,1,0,39474,0.9911579306185401,0.7210986943604589,63161.36573483633
120,14.972062358763065,35.66368174093149,34.583096699487356,2,0,48066,0.4576127169511523,0.9277266027151106,48418.76013724902
450,14.978439597779545,14.721341831224139,52.95481941423813,4,1,39335,0.7636225394777076,0.6726240681598212,60034.502545271156
481,8.034609246604717,34.800702314294284,52.06401904830659,6,1,15400,0.7267773357930442,0.6909674117241356,31118.229231879846
150,17.691430957596666,5.011637714217129,40.90435144256778,5,1,15345,0.9405689181430208,0.82161324005298,20564.26344065125
276,5.757362224853136,5.619073336464003,56.13045752833144,2,1,38896,0.4094534991514125,0.771706740778753,46105.458078649484
24,6.776495468840407,26.089360734500275,49.92596192358819,1,1,24894,0.8262587145108531,0.6345167675442499,25873.640680729837
237,4.054217988286593,17.76793767005853,50.50822232953095,6,1,33899,0.6977880313881378,0.6848673780053425,28127.24517131722
274,6.333921282833627,18.526129440570152,74.34159346727752,2,0,45635,0.49226610885153377,0.5979649094857546,55690.52854090684
417,13.463324021037845,24.755438173760886,43.395803130311776,4,1,33229,0.6321044399030218,0.9347096566085937,35376.19337132397
378,16.122037621116775,11.71238594571512,68.51159753132131,6,0,10583,0.5336436179488584,0.5587854717008118,34674.98066823344
302,19.88578899932925,12.411437273291742,64.23897743285609,4,0,9897,0.7055193819519225,0.6673265530548887,31648.795436419918
412,6.133985002268721,21.961055545660265,64.08555074027204,0,0,11001,0.922300427570266,0.511627537499005,25400.730092632806
226,21.014549200329093,31.398874052035207,69.78044076850657,3,1,48881,0.6985134890885414,0.5998007713700959,70348.3824121475
34,18.919490510974363,26.68242129926557,62.902922171739235,0,0,9567,0.7422056928286087,0.8512120122710697,13620.321019792378
365,12.170365858718338,15.40742668828936,82.75530689078307,4,1,14271,0.6631234929802966,0.5905288545299957,27637.448513283154
61,22.658761341999092,20.06180121281224,70.5348055170156,6,1,16703,0.3358158545118331,0.5360285311380345,17398.022170636494
399,23.81858952914781,10.973266549249944,62.81779508228329,1,0,18329,0.463000989813266,0.7135039309300355,50150.405149017715
480,8.100036201064745,7.61204350179786,79.7857872172587,5,1,40509,0.6444012106024579,0.5044861556305333,68579.66899215306
198,11.584571699276008,32.39436142604522,66.36879389600878,1,0,11256,0.5171646986212933,0.53814476949185,24243.440499996872
82,22.52898847179422,14.28855932158681,47.46865486711074,6,0,5228,0.42723451843283594,0.8634316413033387,10768.217102373395
371,18.431931015025544,11.221823574793687,42.425695090594274,0,1,29746,0.6528929893429067,0.8471630051868229,43741.88975145914
250,4.961892879281754,29.206631944926176,39.13966713976073,5,0,21678,0.5259668554134952,0.9118124691822032,27868.332220812754
260,19.630289635028298,26.63180860005151,83.9673127527661,6,0,42052,0.4806753502213903,0.8845319461598373,74115.11535785916
71,20.558817743549838,27.16163691047124,72.60812590788396,4,0,28185,0.6247897922082666,0.8074290034579181,41728.98894135725
115,19.01003849530627,13.011311169631476,86.24270628985924,1,1,38686,0.39329898065752117,0.5235497857852983,58179.28513579603
407,19.990742618390314,13.142593849693835,66.19750834289658,4,0,16445,0.9494220131527851,0.8522818780939958,46667.59552376735
241,20.502653533855945,12.72809204249737,58.40405288969475,5,1,38266,0.9073914685434672,0.8804798648782521,50494.22386807272
426,7.728099735762882,11.081340848180307,33.58298933825336,5,1,7809,0.7953344100183747,0.8595869655973795,20027.31317950078
250,8.713834921299995,27.95032853965797,70.29853689276179,1,0,42729,0.3743496793119193,0.7288155658886117,66240.6177277652
256,16.675171274403546,34.68055598372905,64.93252558609387,4,0,46785,0.8431140781287851,0.6048058273922667,77483.04596620628
162,22.15732260925032,30.35111143868314,89.41253361525729,2,1,41547,0.8655701296763132,0.880398489059927,60773.24791202412
190,10.323931645929893,32.72327718161901,44.34952666693458,4,1,47818,0.8374352324000363,0.8272232643830623,48975.812179822286
48,15.766133515901133,19.167945017981992,61.84424131721015,5,0,39886,0.3797761209834688,0.9413425284749832,35570.71403414939
55,17.659641268342646,27.892652838019934,69.05744010708436,4,0,11391,0.7507355699474352,0.5700616689901699,19252.204665780377
32,13.038972025980785,17.39826841556711,68.67547048454063,6,1,5145,0.8840273570245789,0.6015490623734248,5601.178422591548
179,18.27564909710652,23.3926617689024,63.67761257690417,0,1,18929,0.7041473808537674,0.5953091674466762,23650.97998075606
346,21.99334890584346,21.85721962872018,76.61568061963354,2,1,29326,0.7524851626596623,0.8566428954296015,44408.01505868669
206,16.482030883636753,11.191050080034904,42.29887257160898,3,1,34991,0.6208544355984142,0.5841082834025532,43122.31333242812
262,14.79562123829266,18.54775661174708,73.53763201646495,6,1,42333,0.6700951239188369,0.5299969234204878,48497.186169676694
105,12.77489350776678,38.733779641882286,67.18407428598536,0,0,21576,0.3240638008462076,0.9493523629635328,30320.330675123576
303,15.549725418122513,13.700309020022972,83.7645067076744,3,1,44405,0.7472741153812992,0.5111677451503172,73533.58037345641
85,11.107249036367918,9.683130769782105,80.8316663420149,1,1,33464,0.3570130490238114,0.8758598270714895,41894.588990829565
189,11.829642204030039,19.650321756837734,48.9088223479532,3,0,13243,0.6045102160381564,0.6644150786977937,18546.220109394864
64,14.63714959376348,32.66182075510518,46.574239498509186,6,0,36601,0.5048585683671855,0.8787269568910168,40754.313723416475
81,5.332382247816339,25.37518804229903,88.89919943114687,4,1,7410,0.6817995651481992,0.7495792210450152,11785.634637716079
460,8.580507818495928,28.83411895333856,61.635910854915394,6,1,6820,0.39339143486624495,0.905734053268862,20882.196722917994
153,14.856986212268179,11.639319686113701,84.38525783486621,3,0,40289,0.7841503813813226,0.9167868438865819,63809.82977423965
303,12.630562862728851,26.663186755270253,39.83286142682893,5,1,43650,0.8565080758499293,0.5040941815763492,55186.26253939049
47,10.656315718249687,16.32251382190158,68.56913488801047,0,1,39635,0.4143481148202095,0.5339354791967548,34694.829777559404
127,18.61098273618603,34.200617808416865,78.59161124163518,0,0,12465,0.3730191611463175,0.612661428306885,25568.601614521653
63,17.87435214806677,27.025458210375767,86.84371497518681,3,1,37439,0.4018608379511514,0.8011919373635757,49723.63985357979
359,7.334615199867663,11.959969722135357,50.24040846102141,0,0,32314,0.9139892933289511,0.8997224884301777,47915.887211150366
305,21.572582307468764,7.261583794543015,73.49887019544315,5,0,49229,0.6697324832294493,0.7069738780822832,87747.05388955287
465,13.908472528079313,6.492162325046146,62.328780542377146,6,0,24583,0.6270826972052518,0.7731379023234194,53230.119824878886
350,18.82921822278091,17.999299867754928,33.637735563988095,0,0,32155,0.37469827337164796,0.5848249337580025,39680.848486268456
147,15.463016985147775,14.304789782900972,71.3999842385366,3,1,43871,0.7546892047298732,0.8622350752467584,54500.87292521741
367,23.953852318476866,27.613154321187782,71.4057934942706,2,0,17197,0.9075997143265628,0.9352976501090613,47879.40442560588
492,19.048062400776452,22.47668422425164,85.83640829079222,2,1,34511,0.8797301085264171,0.6208695198115688,59169.881855723674
250,18.139609224869183,14.310674730188325,59.83874677013834,1,1,20424,0.7382382962865608,0.7226716782202458,33891.386054409515
209,19.571438781015022,10.223322228256164,43.815055242630876,0,1,5240,0.3526951016561715,0.5387522497278682,15476.70599822223
244,6.862559710969393,9.451991694060736,32.673829406920746,6,1,9631,0.3786779190232091,0.7516114954083357,14570.810835225757
404,8.090891863389265,35.26311372491462,54.93853120115434,3,1,14599,0.33451629097687724,0.7262525488310062,26585.593277254764
396,18.281281644472283,13.521728894170353,48.11500200465011,0,0,49462,0.48023545154472846,0.5649964178697849,81665.85573690463
302,13.879629742617253,27.80987267688389,75.66529836143253,4,0,29658,0.3949630270122644,0.6989297959031338,55779.598761029105
465,19.09270583720233,33.37400747951932,51.25606589046279,5,0,42845,0.4820336281767037,0.6503470934389535,77869.67114229925
140,6.0583206148829,26.492845891465763,86.94427177889064,0,0,37574,0.5695406390032731,0.7348238938873352,60972.47681519096
135,14.729627029691894,35.084783107643105,87.73861217926705,0,1,41536,0.9600879488497949,0.7635444509429596,58951.2422346652
480,11.576431311138315,18.733780253496608,67.25451541306248,2,0,46910,0.7272632418471845,0.5038230103732443,67358.91677481822
252,13.140004385633567,38.46777667271319,85.71961722089297,5,1,12995,0.8844816499780737,0.8424526923272999,26550.99826991939
278,16.07915744145025,9.660075146233392,75.65126067086973,3,1,30186,0.7972460504986325,0.8208564313377833,47537.97034695904
378,14.045766949250602,8.575233538013833,62.81157845850757,0,0,34245,0.3787521913686422,0.664828873792935,62080.868233067755
217,14.797212742256734,28.054225117260525,40.818476125366686,2,0,27813,0.8151442844617642,0.5238211710059683,43369.034801891765
